review,sentiment
"I took my 14 year old to see this movie. We left after 15 or 20 minutes. It was absolutely awful! This movie should be rated R at the least. I am not that strict with movies but, this was just too much. It was a waste of money. I thought it would contain some comedy and I knew the comedy would probably be crude but, this was WAY beyond crude. I was sitting there watching and reading (a certain subtitle at the beginning of the movie was what really got me) and I could not believe how crudely sexual it was. I could not believe that it would be OK for a 13 year old to read and see this content. I don't understand how the rating system works.??",negative
"Everyone, my name may sound weird, but there was nothing else! <br /><br />Any way, I haven't seen anything like this before so it was crazy! Of course that's a good thing. It is a humorously interesting movie and my absolute all time favourite thing is how they intertwine other things into one! Like chicken little,, the fish pretending to be King Kong and Runt the pig saying, ""Twas beauty who killed the beast"", War of the worlds scene and more. Walt Disney company has NOT lost his touch maybe not for this one. Also, how they made it like they were watching a movie and it was like a home cinema. <br /><br />However some parts don't fit. Like in the original lion king, weren't Timon and Pumbaa with Simba when he beat Scar? In this movie, they are not! they were fighting the hyenas backstage. Ther's more, the reason being why Pumbaa isn't so confident is because he was pushed away by the other animals and also, it's just Timon, Timon, Timon. Anybody realise that only Timonn's story was told, whereas pumbaa only had flashbacks?<br /><br />But apart from that , IT""S GREAT!",positive
"Well now, here's the thing - for this movie to work, you'll have to accept the following - a woman who's murdered is alive again at the end of the movie, a detective stops interrogating the dead woman's fiancée because a newspaper reporter asked him not to, and that same reporter, smitten by a good looking blonde hauled into night court for suspicious behavior, winds up getting married to her in exchange for the judge letting her off the hook. Are you following me on this? I can't tell you how many times I paused and rewound the picture to repeat scenes that just didn't make any sense. In the end, the blonde (Claudia Dell) and the reporter (Richard Hemingway) remained married, but I have no idea how they came to that decision. In fact, I can't figure out how the film maker came to the decision to make this flick. Oh I suppose there's some entertainment value here for just the sheer nonsense of it all, but it would have been nice if even a couple of the pieces fit. Still, I'm not ready to add this one to my Top Ten Worst list. I think that night club scene with the feathered ladies might have saved it. But why was it in the movie? I just don't know.",negative
"The movie follows the events of the novel ""Cel mai iubit dintre pamanteni""( could be translated as ""The most beloved among humans"" ), written by Marin Preda ( a very controversial book and movie), a novel which became something like The Bible or the story of Hamlet, very popular and hard to get, due to its satiric contents over the Communist regime. It represents the drama of the intellectual man, the humanist, in a ""red"" world. A movie filled with passion, fear, sexuality, all the great ingredients for a great movie recipe.One of the greatest Romanian movies,despite its psychological charge(after all, it is an European movie).",positive
"C'était complètement minable : à fuir absolument! <br /><br />This was an idiotic attempt to destroy classic source material, and thoroughly succeeded!<br /><br />Do not see this film under any circumstances unless you wish to have your ten euros torn up and shoved up your nostrils by a bunch of vapid, atrociously unamusing characters.<br /><br />This type of film clearly illustrates the gulf that still unfortunately divides directors and audiences. If the individual (heaven forbid a collective could have conceived this dross) behind this had been considerate enough to watch the version currently playing in French cinemas, he or she would have endured what I was forced to endure, and mercifully rewritten it or just scrapped it altogether. The vein of adult humour being mined here dates, to my mind, back to Fritz the Cat but lacks that film's avant-garde status or even its base attempt at social commentary.<br /><br />With the proliferation of remakes and increasing reliance on pre-existing source material to fund storytelling these days, one would hope that choosing Snow White, and thus not having to worry about conceiving characters or a radically new story, would have allowed more time for, oh I don't know, interesting animation, smarter jokes, perhaps a coherent film that has something to say and doesn't telegraph its vacuity from the opening frame? <br /><br />A manifestly appalling production.",negative
"Haunted Boat sells itself as 'The Fog' meets 'Open Water'. In many ways this is accurate. There are scares and weird looking people to keep you interested.<br /><br />However the acting ability is poor at best. Showing clear signs that this is merely a bunch of friends making a horror film. Which in all credit they do to the best of their ability. When you accept the low budget makes it very difficult for special effects, with the ghosts looking pretty much like men with rubber masks on.<br /><br />Many aspects of the film are creepy and strange. But it suffers for using too many twists and turns in a short space of time which just leaves you bored and confused. In terms of keeping you awake the film does it very well. Ignoring the irrelevant twisting every 5 seconds near the end, you actually want to know what is going on. And are willing to wait the 1hr 35 minutes for the climax.<br /><br />This is no Ghost Ship but it'll definitely do for an evening in front of the T.V.",negative
"Maybe you shouldn't compare, but Wild Style and Style Wars are original Hip Hop. Beat Street does have a lot of the original artists of early Hip Hop, but they've been obviously made clear that this could be their big break, of course for some it was and that's nice. But if you view this as original Hip Hop Culture you're wrong. It's overproduced and has a Hollywood sauce. Rather look for the first two movies i mentioned. They have convey the grittiness that comes with life in the ghetto. Yes, the rating for this movie is low, but the reviews are mostly positive or even raving. This is probably because although the story, the acting, the dialogues and the direction all are dreadful, the music and dancing is what the people love about it. Me, i do love the dancing but at the time thought that electro was the death of Hip Hop (i was so glad when round '86 a new generation of now classic Hip Hop artists appeared, like Krs One, Public Enemy, Ultramagnetic Mc's, Jungle Brothers, Bizmarkie to name a few), and i still don't like most of the beats in this movie and that is why it doesn't work for me. I mean, Wild Style has not much of a story but the music there is great and authentic. Of course tastes differ and that's alright. But as far as i'm concerned, this movie is trash except for the break dancing and some of the music and so i can't rate it higher than a 4 out of ten.",negative
"How is it in this day and era, people are still dumb enough to think that other dumb stuff is smart? Maybe dumb people like watching stuff that makes them feel smart. Such as 'The War At Home'. 'Cuss it's even dumber than the dumb people who watch it. There are no jokes, only half-jokes and slight gags that barely even warrant a tiny internal smile. The acting is your typical, unsubtle, idiotic, standard sitcom flailing-limbs type acting. And why oh why did this crap replace arrested development? Well you gotta hand it to Fox. They know that they need to have stupid shows to attract all the stupid viewers. You see, the reason Arrested Development wasn't massively popular was because it was so smart. It was so smart that it made dumb people feel bad about being so dumb. And of course, if a dumb person encounters a smart person, the dumb person will hate the smart person. Most of the time anyway. Either that, or try and mooch off of the smart person. If you like this show, and are one of the dumb people, I truly cannot fathom what it must be like not to have open eyes and open minds. I cannot fathom what it must be like to be mindless, laughing drones, influenced by every little thing. Basically, people who laugh with a laugh track are parrots. Trained, obedient, mindless parrots. Maybe I shouldn't insult parrots by comparing them to you. You know who you are. (If I seem like a bastar* in this review, it's because I'm so annoyed at AD being canceled.)",negative
"Dog days is one of most accurate films i've ever seen describing life in modern cities. It's very harsh and cruel at some points and sadly it's very close to reality. Isolation, desperation, deep emotional dead ends, problematic affairs, perversion, complexes, madness. All the things that are present in the big advanced cities of today. It makes you realize once again the pityful state in which people have lead society. <br /><br />The negative side of life in the city was never pictured on screen so properly. I only wish it was a lie. Unfortunately, it isn't. Therefore...10/10.",positive
"As a long-time fan of Superman from the comics, through the 1950s series, the first two of the Chris Reeves films and Lois & Clark, and finally Smallville, I was *really* hoping for something clever with ""Superman Returns"".<br /><br />Instead we got Lex Luthor making *another* attempt at real-estate conversion, another Superman-beaten-up-while-wearing-kryptonite sequence, and internal inconsistencies: he couldn't stop himself falling into the ocean when stuck with 6"" of kryptonite, but when Lois breaks off 3"" of it, *leaving the rest embedded in him*, he can lift *a continent* into space?? Really, the only hero in the story was Lois' partner - I can't remember his name off-hand. He did all kinds of life-saving, heroic things with nothing but guts and skill - no superpowers, no invulnerability...just a normal human.<br /><br />They keep making Superman so small. Why can't we have Superman battling Brainiac or fighting to save the universe from General Zod instead of Lex's petty schemes. Oh, I forgot...they're doing that in Smallville.<br /><br />Yeah...I think I'll stick to Smallville...<br /><br />You probably should, too...",negative
"The only conceivable flaw of this film is it's title!! Please stop comparing it to the first! I did in my previous review only to separate it from the first. If you haven't seen the movie and are curious, TOTALLY forget about the first and invent a different name for this. There is nothing alike and has a mood all its own. This is a great exponent of screwy mid-80s comedy. I seriously doubt such big names in this cast did the movie because they were broke or even wanted to remake the first. Anybody who ever wanted to give a kick to the snobbish aristocracy should love this little opus. I maintain, the only reason this is in the IMDB bottom 100 is because of its title. I usually hate movies like these (i.e. adam sandler, will farrell, farrelly bros....), but this movie just keeps me laughing hysterically. I dunno, maybe it's like a bad relationship I can't get out of or just a ridiculous guilty pleasure. Either way, this is the single most underrated movie of the 80s behind 'The Stunt Man.'<br /><br />Robert Stack- WE LOVE YOU!!! (1919-2003)",positive
"I have seen this film three times now, and each time I see it, it becomes more personal and more emotional to watch.<br /><br />The acting is amazing, which is not hard to believe since it is Daniel Day Lewis, who is an amazing actor. Brenda Fricker is the surprise wonder in it, though. She captures your heart as the mother of a physically disabled boy, who is not able to walk, or speak until he is in his late teens.<br /><br />I can't say enough good things about the movie, but I will stop here. I recommend it to anyone who enjoys movies that are based on actual events, or just enjoy good dramas in general.",positive
"Watching the last 2 episodes i remembered a TV add from my childhood. It showed the wild west, very dusty and dry, and there is a small saloon, a man enters the bar/saloon, he is thirsty as hell, lips cracked etc...., he has just walked through the Nevada Desert and hasn't drunk water for days. He croaks to the bartender ""gimme a packet of potato chips"" While he is eating it we can feel how thirstier he is getting, we hear a voice in the background saying.... ""Keep building that thirst, build it till you cant hold it any more............. then blow it away with TEAM"" The man drinks TEAM (a soft drink) It feels like a few dozen bags of potato chips the thirst is so intense that i cannot hold it any more, Season 2 has even more twists and turns then season 1. The ending answers a lot of questions but asks many many more questions hopefully we will know the answer in season 3, but i doubt it because i feel LOST has the momentum go a lot further then 3 seasons, if the people behind the camera keep up their good work.<br /><br />I for one will keep watching.<br /><br />From Pakistan with Love",positive
"I didn't really concentrate on the larger Genocidal aspects of the story (although the horrific images at the beginning are very powerful). I was really taken with the human story of the girl and her family. Imagine living your life not knowing if you have a time bomb ticking away inside you. I was really wrenching to see Yasuko being rejected as ""tainted"" by the bomb. The image that stays with me most is when Yasuko stands before the mirror combing her hair, silently watching it come out in clumps.",positive
"This early Biograph short was so much fun to watch. The second on disc one of D.W. Griffith's ""Years of Discovery"" DVD set (highly recommended) it features three excellent performances by the main leads, and interesting to see Henry B. Walthall (The Little Colonel, Birth of a Nation) as a campy musician giving a Countess the eye (and other things).<br /><br />The Countess' husband goes berserk at his wife's betrayal and has her walled into a little room with her paramour. It's kind of incredible that they wouldn't hear the wall going up, but hey, maybe the wine had something to do with it. Here Mr. Johnson (father of silent player Raymond Hackett) gesticulates wildly and this adds to the melodrama, but in an unexpectedly comical way. The best moment comes at the end. As the lady passes out from shock and fear, once she realizes she's doomed, Henry picks up his instrument and ""fans"" it over her. The way he did it was so unexpected and in a strange way kind of sexy, and I just lost it, and laughed my head off. The expression on his face! From that moment I was charmed by Henry B. Walthall.",positive
For his first ever debut this film has some riveting and chilling moments. In the best horror film fashion the pit of your stomach tightens every moment during this film. The ending is superb. The makers of Blaire Witch obviously watched this film it's ending wasn't an end but a beginning of the end. A great movie and only a piece of Japan's great as far as scare factor a perfect score it makes you think and scared out of your mind.,positive
"Turning Isherwood's somewhat dark and utterly brilliant novel into light comedic romp could easily have been a recipe for disaster, but somewhow it wasn't . The story moves at a zanily rapid pace and the black and white imagery is gorgeous, as are Harvey and Harris as they ham their way through a wacky Weimar Berlin. Fun!",positive
"If you like original gut wrenching laughter you will like this movie. If you are young or old then you will love this movie, hell even my mom liked it.<br /><br />Great Camp!!!",positive
"2005 was one of the best year for movies. We had so many wonderful movies, like Batman Begins, Sin City, Corpse Bride, A History of Violence.....Coming up we also got Brokeback Mountain, King Kong....But if this year the only great movie that came out was Everything Is Illuminated, then we wouldn't miss all this year has brought. The first movie as a director of the talented Liev Schreiber is a delightful, heart-warming, touching drama that also brings one of Elijah Wood's best roles. He is perfect as Jonathan, a curious man that heads for Ukraine to find the woman who saved his Grandfather in World War II. Liev Schreiber, who also writes the movie, conducts a masterpiece, with memorable scenes and (a lot of) funny quotes. This here is a genuine mixture of Comedy with Drama, bringing a movie that will be commented years from now. A serious Oscar contender, Everything is Illuminated is a powerful, original, and, why not say, illuminated movie. But there's one thing you should remember while entering the movie: leave normal behind. This is special.------9/10",positive
"Hitchcock would be proud of this movie. Even when nothing happens, it is suspenseful. Director David Lynch overuses a few cheap thrill tricks here and there, but he intersperses them with other cinematographic techniques to keep it from becoming obtuse.<br /><br />Altogether surreal, this movie is like waking up and remembering most of a dream but not enough to make it sensible. I am still trying to figure it all out and will probably have to see it again to catch things I missed and which may help me understand it better. It is a very detailed plot that very slowly comes together, so you must be patient and pay attention. Get your bathroom trip out of the way before it starts. And yet, the plot is overshadowed by the theme, the mood, the character development, and the filming techniques.<br /><br />The dual roles of the main actress, Naomi Watts, showcase her enormous talent. That is, when I could get my eyes off of her co-star. What an acting pair.<br /><br />Lynch surprises throughout the movie with unusual camera angles, the length/timing of editing cuts, jumping back and forth between scenes. Combined with smart use of music and sounds, it all helps to build suspense in our minds, doubtless a major objective of the director. Well, he kept me on the edge of my seat, even had me talking to the actors to be careful here, and not be so naive there. You know, the kind of stuff you want to smack your kids for doing at the movies.",positive
What a surprise; two outstanding performances by the lead actresses in this film. This is the best work Busy Phillips has ever done and the best from Erika Christensen since Traffic. This film certainly should be in Oscar contention. See this movie!,positive
"Alright! A sci-fi/horror/action B-hybrid directed by Jim Wynorski and in the final scenes we get to see a cyborg with a defleshed metal head killing off multiple people! As with any Wynorski-flick, he throws in a whole bunch of crazy ideas and subplots that mostly don't lead to anywhere. But ""Storm Trooper"" is more like a two-movies-for-the-price-of-one kind of deal. On the one hand we got the drama/thriller part (as such the film opens) with Carol Alt killing her incredibly annoying & ungrateful husband (a plot that simply leads to nowhere). And on the other hand we got the 'escaped cyborg on a rampage' part, ""Night of the Living Dead""-style. With Carol and the Cyborg being the ones trapped inside the house and a bunch of special OPs/bounty hunters playing the role of the zombies, trying to break into the house. Needless to say this flick is not up there with the greatest. Zach Galligan (of ""Gremlins""-fame) especially is painfully bad and Corey Feldman (in a small supporting roll) is once again completely wasted on this movie. Wynorski even rips off one of his own movies here, since I am 99% sure he used some stock footage of his previous film ""976 EVIL II"" (the scene with the exploding truck and the motorcycle). Yes, it's so not good and so much fun. This is strictly for Wynorski-fans only. And I am one of them, in case you didn't know already.",negative
"This was surely the stupidest, crudest, most repulsive film I have seen in quite some time. I was tempted to turn off the VCR, but, as in the fascination watching a horrible car accident, I literally found it COMPULSIVELY HATEABLE in every conceivable way and slugged it out through to the end. I am by no means a prude who objects to the comedic portrayal of sexual antics on the screen. Animal House, Porky's, There's Something About Mary, both American Pie movies, and even the notorious Freddy Got Fingered I have found highly enjoyable on their own crude terms. Mamie Van Doren's breast-baring sponge bath is the most horrifying appearance by a naked geriatric since The Shining. Ineptly edited and shot, with incredibly annoying performances from Devon Sawa and Jason Schwartzman, the film ended, without the benefit of having made me giggle once. The only useful purpose for the film is as a textbook example of how not to make a gross out picture. Oh, and it would also serve nicely as a lawn fertilizer.",negative
"Victor McLaglen's performance is one of the finest in film history.<br /><br />I think we can all feel for ""Gypo"" because we've all struggled with what is right and what isn't and been wrong. This was one of the first art-house pictures to be released by a major American movie studio (RKO Radio Pictures).<br /><br />Joseph H. August's cinematography is at its very best here. However, August's stunning portion was mostly overlooked; he didn't receive the Oscar nomination he rightly deserved.<br /><br />This is a psychological drama, with thought, philosophy, sadness, all conveyed with as little words as possible.",positive
"This film is an entertaining, fun and quality film. The film very cleverly follows the guidelines if the book, and tries to stick to the exact lines. The actors are all suitable, and you would expect them to be the part. They use some famous actors which give a great effect on the film. The graphics is a bit dodgy in some parts, and there are quite a few mistakes throughout the film. There is no such thing as a Yellow Spotted Lizard, for example. The camp is not as gruesome as explained in the book, and they tend not to show the goings on in the camp as much as the book. All of his group are mentioned a lot in the book, but are not in the film. Overall, a great film for a rainy afternoon",positive
"This overheated southern Gothic ""mellerdramer"" has a few decent moments --but is too often spoiled by a novice director piling cliché upon cliché, and a star who apparently decided to take it upon himself to turn the picture into his personal showcase, rather than allowing writer/director Gabel to update Inge or Williams as a sort of contemporary ""Midnight Cowboy"" meets ""Lolita"" tearjerker.<br /><br />Close your eyes, listen to the exaggerated southern accents, and try to decide if you're witnessing a feature film, or an acting class -- full of eager amateurs. <br /><br />Johansson is for once tolerable (i.e. less pouty than usual) -- though by no means good, Macht is decent, though a little too pretty-boy cute to be believed, and Travolta chews the scenery as never before (with the help of a decent editor and some directorial restraint, his performance might have been really touching; as it is, he -- and almost everyone else -- is too unlikable to ever move us past the point of boredom or revulsion). Kara Unger is perhaps best of all; had her role been developed beyond a few lines, she might have even found herself with a Best Supporting Actress nomination. <br /><br />Pic is almost saved by Leonard Cohen-style growling theme song, decent production design and locations, and continual reference to literary works (which has earned the otherwise standard screenplay reviews such as ""poetic."") Also helpful are a few old pros in the cast like Sonny Shroyer, and perhaps most importantly, Soderbergh cameraman Elliot Davis -- whose fine work will no doubt be credited to the first-time director, who, ten or twenty years from now, may actually learn how to direct.<br /><br />But probably not.",negative
"I saw this movie in the theatre and it was a terrible movie. The way Michael Oliver who now turn even worse in the sequel is the biggest intolerance I cannot bare. Junior upset his father because he would not go to school which got his father Ben madly insane. Also the Crazy Dance ride operator is not fair to Junior for not letting him go on the ride. And that Lawanda Dumore is as horrible as a serial killer to Junior because she made threatening insults to Junior which is why I cannot tolerate this movie. Even if the movie is re-released back into theatres in the extended version, I still would not see this movie because this movie is not something I can even tolerate. In fact, it stinks!",negative
"What a surprisingly good movie this one turned out to be. This is the type of film that I've been looking for ages. Particularly important for me was the fantastic-looking Chicago, which I still keep thinking about. The back cover doesn't do this film justice, it's superb, and in my top-5 for sure.",positive
"This movie was made by Daiei Studios, known for its Gamera movies. It is about a samurai lord who was murdered by one of his own men. He claims his throne, forcing his former's two children to flee into the woods, where they hide near a huge stone statue for 10 years. In those time that passed, the new samurai lord has proved to be very brutal and ruthless towards the village people and the valley. Therefore, it seems that the good people's only hope is the stone statue, which is where a demon god sleeps; they want the god to help them. <br /><br />This samurai movie brings to us traditional Japanese aspects including sword-fights, geisha and worshipers. It is a superb and powerful story of survival and hope, with the protagonists attempting to triumph over pure evil. It is full of excitement, particularly the parts where the children struggles to remain in hiding as the evil warlord is out to get them. In addition, it has beautiful cinematography, with luscious landscapes of the village and countryside-instantly reminds you of the ancient times in Japan. <br /><br />As with most samurai movies like ""The Seven Samuari"" and ""The Last Samuarai,"" this movie is no less than pure, sometimes graphic, action. There are several disturbing scenes in the film. Therefore, it is not the casual sci-fi film. Yet, it is strong and powerful, and delivers a message that a good-natured human can overcome any adversaries, as depicted in this film, even the young innocent girl can calm the wrath of the demon god. The scenes of the demon god, known as Daimajin, trampling on its enemies and anything that stands in his way will instantly remind you of a Godzilla or Gamera film. Overall, a powerful and serious, yet hopeful film.<br /><br />So, be careful with your samurai sword. You wouldn't want to rattle Daimajin's cages.<br /><br />Grade A",positive
"I've never seen a show with as much story, mystery, suspense, and hard-hitting excitement before. i barley watch TV anymore but i own every season of this show and it's amazing. every episode is extremely well-acted, written and plotted. towards the end of the show i felt that the stories were getting too far-fetched for being in a prison, but the actors pulled it off. Sopranoes sucks huge compared to OZ. in fact, any show that is on a cable network, HBO or not just cant hold a candle to OZ. i wish it would come back for one more season. if it did happen, they would probably kill off every character on the show, but hey, we all gotta go sometime. as far as the characters, i'd say O'Reily and Alverez were my favorites. both were hardley in a scene together, but their individual stories i thought were the strongest of anyones, except Beechers of course, but still... anyway, best show ever, best network ever, some of the best actors ever, PERIOD!",positive
"Sammi, Curr a metal rock god, they tried to stop him, they tried to ban him, the tried to censor his music!! (much like the real life Dee Snider, from Twisted Sister,[Tipper Gore] or Ozzy Osborne) Killed in a fire, Sammi Cure was suppose to play on halloween at his old high school for a dance.. Now Eddie Weinbauer , his #1 fan, and the only one who knew how sammi was, and what he felt (or did he?) Nuke, the d.j. at the local radio station (Gene Simmons) has and gives the only copy of Sammi's last record Eddie.. But when Eddie tries to play the record backwards, he finds Sammi talking to him from the dead, and telling him what to do to get back at the bullies at his school that hate him and his music.. Everything works out until, Sammi starts to kill!! A great movie and must see for heavy metal hairband fans, with a great sound track by Fastway, and just in case you don't know what The songs sound like or know Fastway and doesn't like them, they changed there voice a bit and there style as well to sound like the more known Cinderella, or Ratt.. Is the movie a true horror movie? Well that depends on what you call a horror movie, To me a true horror movie is a slasher, with lots of killing, or just plain be scary.. This movie is neither, not enough deaths, but it can't be called a action, comedy, drama, suspense, or thriller, so that is why I would guess it has to be a horror.. So if you wanna ""Rock N' Roll, Rockin' on the mid night steel your soul!!"" Than Sammi Curr and Trick or Treat is the for you.. I mean ""what are you afraid of? It's only Rock 'N' Roll!?!""",positive
"i tried to sit through this bomb not too long ago.what a disaster .the acting was atrocious.there were some absolutely pathetic action scenes that fell flat as a lead balloon.this was mainly due to the fact that the reactions of the actors just didn't ring true.supposedly a modern reworking of the Hitchcock original ""Lifeboat"".i think Hictcock would be spinning circles in his grave at the very thought of it.from what i was able to suffer through,there is nothing compelling in this movie.it boasts a few semi big names,but they put no effort into their characters.but,you know,to be fair,it was nobody's fault really.i mean,i'm pretty sure the script blew up in the first explosion. LOL.it is possible that this thing ends up improving as it goes along.but for me,i'm not willing to spend at least three days to find out.so unless you have at least a three day weekend on the horizon,avoid this stinker/ 1/10",negative
"Carter Wong plays a noble hero on a quest for a book of healing which leads him seeking ultimate vengeance! The pacing is good in this film and there are a lot of fight scenes to keep the movie going. The flying guillotines look wicked and the main villain has no problems using them. Although the story isn't strong, the action is fun and draws you to the very end (which I felt could've had a sequel).<br /><br />Campy and dark, this is great ol skool kung fu!!",positive
"Seriously, I don´t really get why people here are bashing it. I mean,<br /><br />the idea of a killer snowman wreaking havoc on a tropical island paradise is pretty absurd. The good news is, the producers realized it and made it a comedy in the vein of Army of Darkness. <br /><br />Especially in the second half of the film, when the little killer snowballs attack, I laughed my ass off. For example, the put one of the little creeps into a blender (a la Gremlins 1) and mix it. After that, it morphs back into a snowball and squeals with a high pitched voice ""That was fun!"".<br /><br />Bottom line - incredible movie, rent it.",positive
"I really didn't like this movie because it didn't really bring across the messages and ideas L'Engle brought out in her novel. We had read the novel in our English class and i absolutely loved it, i'm afraid i can't say the same for the film. There were some serious differences between the novel and the adapted version and it just didn't do any credit to the imaginative genius that is Madeleine L'Engle! This is the reason i gave it such a poor rating. Don't see this movie if you are a big fan of L'Engle's texts because you will be sorely disappointed. However, if you are watching the movie for entertainment purposes (or educational as was my case) then it is an alright movie!",negative
"Rather like Paul Newman and Steve McQueen with their racing car movies this has all the appearance of a ""jollies"" project for Robert Redford, as he gets to ski up hill and down dale in the Alpine sunshine.<br /><br />The story is as light as powdered snow with Redford's small-town boy David Chappellet (what kind of lead name is that?) who with his eyes on the prize of Olympic glory, gets up the nose of, in no particular order, his coach, father and team-mates. Women are a mere side-show in his insular world as evidenced by a fairly distasteful pick-up scene with an old girlfriend in his hometown and then his selfishly petulant pursuit of, heavens above, a free-thinking, independent woman, played by Camilla Sparv. The ski-ing sequences are fine with some good stunt-work involving numerous bumps and scrapes on the piste but their effectiveness is dimmed by our subsequent familiarity with top TV coverage of skiing events down to the present day. Plus I'm not convinced that the Winter Olympics has the same mass identification with the general public as the summer games so that when Redford eventually wins his gold medal in the final reel, I couldn't really be that excited for him one way or another.<br /><br />Of the actors, Redford, best profile forward, doesn't need to do much and indeed doesn't, while Gene Hackman does better with equally meagre material. Ms Sparv does well as the chief female interest well who treats Redford the way he's doubtless treated every other woman in his chauvinistic way.<br /><br />In truth though, there's a lack of dramatic tension throughout for which the action sequences don't fully compensate and you don't care a fig for any of the leading characters. One of those films where the actors probably enjoyed making it more than the viewers did watching it.",negative
"This is the best dub I've ever heard by Disney, as well as the best adaptation since the biggest abuse ever on soundtrack, themes, characters, dialogues in Kiki Delivery Service. Urrrghhh<br /><br />This one has different atmosphere, especially the deviation from the common heroine. This one has both hero and heroine (although I don't really endorse the use of hero & heroine here, since Miyazaki is out from the stereotype & common theme). As usual, after being introduced by Spirited away, amazed by Mononoke, troubled by Grave of Fireflies, and deeply touched by Majo no Takkyuubin , this one start with a bit doubt in my part. Wondering if this will be the first Ghibi's dud. Well, in the end just like Only Yesterday and Whisper of the Heart, I ended up giving 10 rating. I'd give 9.8 rating, but the additional 0.2 is there to share the good feeling by encouraging people to see the movie.<br /><br />SPOILER Somehow I see this as a sad movie, people die in this one, the lonely robot, the abandoned place, and it ends with destruction. It is as if mankind really can't live with too much power. The collapsing scene gave me patches of Metropolis ending. It's just sad somehow. The plot is apparent in most reviews and the soundtrack rules as well (as always). Joe Hisaishi really belongs to Uematsu, Kanno, Williams caliber.People who can brings a movie, a game, an event to life, even to be a lingering moments by astounding composition.<br /><br />This is a feel good movie that used to be part of US cinema in the classic days (It's a Wonderful Life etc etc). Well, things change....",positive
"I must say that I am fairly disappointed by this ""horror"" movie. I did not get scared even once while watching it. It also is not very suspenseful either.... I was able to guess the ending half way through the movie... So.. what's left?<br /><br />""The Ring"" is a trully scary movie... I wish other movies would stop copying from it (e.g. the trade-mark: long hair). Please give me some originality.<br /><br />Will not recommend this movie.",negative
"Others have commented on the somewhat strange video arrangements. I think they were trying to capture what you'd be looking at when attending a live performance. The feet, the faces, the overall view. Unfortunately, it falls a bit short. But, having said that, watching Colin Dunne is nevertheless gratifying. It's an interesting contrast to Michael Flatley in the original video. The progression of the show is evident, changes from the original Dublin production are evident.<br /><br />""Trading Taps"" is the highlight of the video, in my opinion. Tarik Winston is unbelievable, as is his partner in the piece.<br /><br />I think the audio was better in this version than the original video production (1995). In Dolby 5.1 on DVD it's excellent.<br /><br />Despite the flawed videography, it's a must-own for Riverdance fans.",positive
"The entire civilized world by now knows that this is where Emil Sitka says his immortal ""Hold hands, you lovebirds."" But Shemp Howard, Professor of Music, steals the show. Watch him tutoring Dee Green as she fractures the ""Voices of Spring."" Watch Shemp as he shaves by a mirror suspended from the ceiling by a string. Watch him as he gets walloped by Christine McIntyre. Watch him, and you will laugh and learn. Moe is no slouch either. Watch him as he attempts to induce a woman to sit on a bear trap. Larry, as usual, is the Zen master of reaction. All in all, one of the very best Stooge shorts. You won't find one weak moment.",positive
"An evil land baron is holding up water to a group of ranchers in order to try and take their properties for pennies on the dollar. Along comes Singin' Sandy Saunders (John Wayne), who saves the day for Gabby Hayes and his daughter by going undercover as the villain's newest gunman.<br /><br />The first of sixteen films Wayne made for Lone Star/ Monogram Pictures, this tries to cast him as a singing cowboy, only with an obviously lip-synced voice. The title card prominently features his character as ""Singin' Sandy"" leading one to believe that this was meant to be the first in a proposed series!<br /><br />Yes it's ridiculous, but also a lot of fun to see Wayne singing songs and shooting guns, especially when he does a little ditty before shooting it out with gunman Earl Dwire.<br /><br />Riders Of Destiny features a rare villainous role for for Al ""Fuzzy"" St. John, who clowns around as much with the bad guys as he did playing a heroic sidekick, riding alongside Buster Crabbe and Lash LaRue.",positive
"Some people may call ""Cooley High"" the same sort of thing as ""American Graffiti"", but I wouldn't. For starters, in ""AG"", everyone was white, whereas in ""CH"" they're all black. Moreover, this one has a Motown soundtrack. Specifically, the movie focuses on several working-class African-American students in 1964 Chicago and their antics. The movie deals mainly with home life and relationships. In their apartments, we see that there's never any dad around. But these young men always know how to live life to the fullest.<br /><br />One thing that really distinguishes this movie from most other portrayals of black people is that the teenagers in this movie are portrayed as very responsible, worrying about missing school. Two really funny scenes are the gorilla scene, and the one white guy in the movie. But overall, the main star is the soundtrack. It is truly one of the best soundtracks in movie history (we even have it on vinyl here at home). A classic in the real sense of the word.",positive
"A rating of ""1"" does not begin to express how dull, depressing and relentlessly bad this movie is.",negative
"I have seen this film at least 100 times and I am still excited by it, the acting is perfect and the romance between Joe and Jean keeps me on the edge of my seat, plus I still think Bryan Brown is the tops. Brilliant Film.",positive
"Not the best of the films to be watched nowadays. I read a lot of reviews about Shining and was expecting it to be very good. But this movie disappointed me. The sound and environment was good, but there was no story here. Not was there a single moment of fright. I expected it to a horror thriller movie, but there was no horror no thriller. The only scene where I got scared was during the chapter change scene showing ""Wednesday"". There are lots of fragments i the movie. Most of the things are left unexplained with nothing to link it to anything. The story does not tell us about the women or other scenes that is shown. Might be a good movie to watch in the 80's, but not for the 21st century.",negative
